Mach,Alpha,CD,CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CL,CN,CN Potential,CN Viscous,CNalpha (0 to 4 deg) (per rad),CP,CP (0 to 4 deg),Reynolds Number
0.20,0,0.4850312331519692545290747044,0.485031233151969,0.485031233151969,0.485031233151969,0.485031233151969,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,34201800
0.21,0,0.4837788775554365609051335002,0.483778877555437,0.483778877555437,0.483778877555437,0.483778877555437,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,35911880
0.22,0,0.4825666240515857479076201285,0.482566624051586,0.482566624051586,0.482566624051586,0.482566624051586,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,37621970
0.23,0,0.4813931988118723374443989206,0.481393198811872,0.481393198811872,0.481393198811872,0.481393198811872,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,39332060
0.24,0,0.4802571984489105125052363694,0.480257198448911,0.480257198448911,0.480257198448911,0.480257198448911,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,41042150
0.25,0,0.4791570711390580515019394081,0.479157071139058,0.479157071139058,0.479157071139058,0.479157071139058,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,42752240
0.26,0,0.4783556080736629057206127612,0.478355608073663,0.478355608073663,0.478355608073663,0.478355608073663,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,44462330
0.27,0,0.4775854094097603434813469559,0.47758540940976,0.47758540940976,0.47758540940976,0.47758540940976,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,46172420
0.28,0,0.4768450304486233389910970780,0.476845030448623,0.476845030448623,0.476845030448623,0.476845030448623,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,47882510
0.29,0,0.4761330707753713985015521638,0.476133070775371,0.476133070775371,0.476133070775371,0.476133070775371,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,49592600
0.30,0,0.4754481094311268340591684482,0.475448109431127,0.475448109431127,0.475448109431127,0.475448109431127,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,51302690
0.31,0,0.4747889134016179268210492000,0.474788913401618,0.474788913401618,0.474788913401618,0.474788913401618,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,53012780
0.32,0,0.4741542405633857970152446320,0.474154240563386,0.474154240563386,0.474154240563386,0.474154240563386,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,54722870
0.33,0,0.4735429141918107884448398364,0.473542914191811,0.473542914191811,0.473542914191811,0.473542914191811,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,56432960
0.34,0,0.4729538846470919343269818052,0.472953884647092,0.472953884647092,0.472953884647092,0.472953884647092,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,58143050
0.35,0,0.4723860885637056243327392271,0.472386088563706,0.472386088563706,0.472386088563706,0.472386088563706,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,59853140
0.36,0,0.4718385623151835107422699477,0.471838562315184,0.471838562315184,0.471838562315184,0.471838562315184,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,61563230
0.37,0,0.4713103837801039238104527044,0.471310383780104,0.471310383780104,0.471310383780104,0.471310383780104,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,63273320
0.38,0,0.4708007101398860229913578768,0.470800710139886,0.470800710139886,0.470800710139886,0.470800710139886,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,64983410
0.39,0,0.4703086750174378554124355075,0.470308675017438,0.470308675017438,0.470308675017438,0.470308675017438,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,66693500
0.40,0,0.4698335546550685427245497562,0.469833554655069,0.469833554655069,0.469833554655069,0.469833554655069,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,68403590
0.41,0,0.4693746196873532014200749406,0.469374619687353,0.469374619687353,0.469374619687353,0.469374619687353,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,70113680
0.42,0,0.4689311610866777390201819992,0.468931161086678,0.468931161086678,0.468931161086678,0.468931161086678,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,71823770
0.43,0,0.4685025798225731754685020451,0.468502579822573,0.468502579822573,0.468502579822573,0.468502579822573,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,73533860
0.44,0,0.4680882112943328868590684955,0.468088211294333,0.468088211294333,0.468088211294333,0.468088211294333,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,75243940
0.45,0,0.4676875175130600459392878985,0.46768751751306,0.46768751751306,0.46768751751306,0.46768751751306,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,76954030
0.46,0,0.4672999058051535826065493332,0.467299905805154,0.467299905805154,0.467299905805154,0.467299905805154,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,78664130
0.47,0,0.4669249300930072115260442530,0.466924930093007,0.466924930093007,0.466924930093007,0.466924930093007,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,80374220
0.48,0,0.4665620589779575121847021516,0.466562058977958,0.466562058977958,0.466562058977958,0.466562058977958,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,82084300
0.49,0,0.4662108452770037458067577218,0.466210845277004,0.466210845277004,0.466210845277004,0.466210845277004,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,83794400
0.50,0,0.4658708311931242415552370437,0.465870831193124,0.465870831193124,0.465870831193124,0.465870831193124,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,85504490
0.51,0,0.4655416052563800788125914148,0.46554160525638,0.46554160525638,0.46554160525638,0.46554160525638,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,87214580
0.52,0,0.4652228122738504025180311795,0.46522281227385,0.46522281227385,0.46522281227385,0.46522281227385,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,88924660
0.53,0,0.4649140163292628209343512732,0.464914016329263,0.464914016329263,0.464914016329263,0.464914016329263,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,90634750
0.54,0,0.4646148819573932170400583591,0.464614881957393,0.464614881957393,0.464614881957393,0.464614881957393,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,92344850
0.55,0,0.4643251093385746310853756081,0.464325109338575,0.464325109338575,0.464325109338575,0.464325109338575,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,94054940
0.56,0,0.4640443157591068307907105710,0.464044315759107,0.464044315759107,0.464044315759107,0.464044315759107,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,95765020
0.57,0,0.4637722240574363105477695055,0.463772224057436,0.463772224057436,0.463772224057436,0.463772224057436,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,97475110
0.58,0,0.4635085437510666095908244375,0.463508543751067,0.463508543751067,0.463508543751067,0.463508543751067,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,99185200
0.59,0,0.4632529933755101413259226344,0.46325299337551,0.46325299337551,0.46325299337551,0.46325299337551,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,100895300
0.60,0,0.4630052902806760348722155252,0.463005290280676,0.463005290280676,0.463005290280676,0.463005290280676,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,102605400
0.61,0,0.4632048687551282466133246094,0.463204868755128,0.463204868755128,0.463204868755128,0.463204868755128,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,104315500
0.62,0,0.4633944002966255202493087613,0.463394400296626,0.463394400296626,0.463394400296626,0.463394400296626,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,106025600
0.63,0,0.4635895055018505821968441454,0.463589505501851,0.463589505501851,0.463589505501851,0.463589505501851,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,107735700
0.64,0,0.4637900157509184953566982481,0.463790015750918,0.463790015750918,0.463790015750918,0.463790015750918,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,109445700
0.65,0,0.4639956808170935102189164407,0.463995680817094,0.463995680817094,0.463995680817094,0.463995680817094,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,111155800
0.66,0,0.4642063953874328874372417809,0.464206395387433,0.464206395387433,0.464206395387433,0.464206395387433,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,112865900
0.67,0,0.4644219681410775944975479313,0.464421968141078,0.464421968141078,0.464421968141078,0.464421968141078,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,114576000
0.68,0,0.4646422302316922987198472207,0.464642230231692,0.464642230231692,0.464642230231692,0.464642230231692,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,116286100
0.69,0,0.4648670821782845929978786266,0.464867082178285,0.464867082178285,0.464867082178285,0.464867082178285,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,117996200
0.70,0,0.4650963200802881681866983697,0.465096320080288,0.465096320080288,0.465096320080288,0.465096320080288,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,119706300
0.71,0,0.4653298244468171625865205448,0.465329824446817,0.465329824446817,0.465329824446817,0.465329824446817,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,121416400
0.72,0,0.4655674810513829608099073776,0.465567481051383,0.465567481051383,0.465567481051383,0.465567481051383,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,123126500
0.73,0,0.4658091491032149026665020804,0.465809149103215,0.465809149103215,0.465809149103215,0.465809149103215,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,124836600
0.74,0,0.4660547200478055957279973702,0.466054720047806,0.466054720047806,0.466054720047806,0.466054720047806,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,126546600
0.75,0,0.4663040226815389299981224779,0.466304022681539,0.466304022681539,0.466304022681539,0.466304022681539,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,128256700
0.76,0,0.4665570045523564611123502339,0.466557004552356,0.466557004552356,0.466557004552356,0.466557004552356,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,129966800
0.77,0,0.4668135263618559697592700805,0.466813526361856,0.466813526361856,0.466813526361856,0.466813526361856,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,131676900
0.78,0,0.4670735156183242312134533698,0.467073515618324,0.467073515618324,0.467073515618324,0.467073515618324,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,133387000
0.79,0,0.4673368403221853893733426066,0.467336840322185,0.467336840322185,0.467336840322185,0.467336840322185,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,135097100
0.80,0,0.4676034348986826462657079506,0.467603434898683,0.467603434898683,0.467603434898683,0.467603434898683,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,136807200
0.81,0,0.4678731581430550981723428263,0.467873158143055,0.467873158143055,0.467873158143055,0.467873158143055,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,138517300
0.82,0,0.4681459664697584432518824546,0.468145966469758,0.468145966469758,0.468145966469758,0.468145966469758,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,140227400
0.83,0,0.4684217821233475283876981453,0.468421782123348,0.468421782123348,0.468421782123348,0.468421782123348,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,141937400
0.84,0,0.4687004834368599240930928019,0.46870048343686,0.46870048343686,0.46870048343686,0.46870048343686,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,143647500
0.85,0,0.4689819823820222373745651111,0.468981982382022,0.468981982382022,0.468981982382022,0.468981982382022,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,145357600
0.86,0,0.4692693044121035659638124521,0.469269304412104,0.469269304412104,0.469269304412104,0.469269304412104,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,147067700
0.87,0,0.4697144376168883785028945756,0.469714437616888,0.469714437616888,0.469714437616888,0.469714437616888,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,148777800
0.88,0,0.4701616776855743937557914582,0.470161677685574,0.470161677685574,0.470161677685574,0.470161677685574,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,150487900
0.89,0,0.4706109511785155476037896180,0.470610951178516,0.470610951178516,0.470610951178516,0.470610951178516,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,152198000
0.90,0,0.4710622182273074008913410664,0.471062218227307,0.471062218227307,0.471062218227307,0.471062218227307,0,0,0,0,18.915511692407954353934153256,235.1914746315916559322199162,229.61432777344192664518175729,153908100
0.91,0,0.474265441311253,0.474265441311253,0.474265441311253,0.474265441311253,0.474265441311253,0,0,0,0,18.8648958705615,235.345446314261,229.741115221443,155618200
0.92,0,0.48387511056309,0.48387511056309,0.48387511056309,0.48387511056309,0.48387511056309,0,0,0,0,18.814280048715,235.49941799693,229.867902669444,157328300
0.93,0,0.498451506845798,0.498451506845798,0.498451506845798,0.498451506845798,0.498451506845798,0,0,0,0,18.7636642268685,235.653389679599,229.994690117445,159038400
0.94,0,0.513189795533456,0.513189795533456,0.513189795533456,0.513189795533456,0.513189795533456,0,0,0,0,18.713048405022,235.807361362269,230.121477565446,160748400
0.95,0,0.527928084221115,0.527928084221115,0.527928084221115,0.527928084221115,0.527928084221115,0,0,0,0,18.6624325831755,235.961333044938,230.248265013447,162458500
0.96,0,0.542666372908774,0.542666372908774,0.542666372908774,0.542666372908774,0.542666372908774,0,0,0,0,18.611816761329,236.115304727607,230.375052461448,164168600
0.97,0,0.557404661596433,0.557404661596433,0.557404661596433,0.557404661596433,0.557404661596433,0,0,0,0,18.5612009394825,236.269276410276,230.501839909448,165878700
0.98,0,0.572142950284092,0.572142950284092,0.572142950284092,0.572142950284092,0.572142950284092,0,0,0,0,18.510585117636,236.423248092946,230.628627357449,167588800
0.99,0,0.586881238971751,0.586881238971751,0.586881238971751,0.586881238971751,0.586881238971751,0,0,0,0,18.4599692957895,236.577219775615,230.75541480545,169298900
1.00,0,0.60161952765941,0.60161952765941,0.60161952765941,0.60161952765941,0.60161952765941,0,0,0,0,18.409353473943,236.731191458284,230.882202253451,171009000
1.01,0,0.616357816347069,0.616357816347069,0.616357816347069,0.616357816347069,0.616357816347069,0,0,0,0,18.3587376520966,236.885163140953,231.008989701452,172719100
1.02,0,0.631096105034728,0.631096105034728,0.631096105034728,0.631096105034728,0.631096105034728,0,0,0,0,18.3081218302501,237.039134823623,231.135777149453,174429200
1.03,0,0.645834393722387,0.645834393722387,0.645834393722387,0.645834393722387,0.645834393722387,0,0,0,0,18.2575060084036,237.193106506292,231.262564597454,176139200
1.04,0,0.660572682410046,0.660572682410046,0.660572682410046,0.660572682410046,0.660572682410046,0,0,0,0,18.2068901865571,237.347078188961,231.389352045455,177849300
1.05,0,0.6753109710977052352591800761,0.675310971097705,0.675310971097705,0.675310971097705,0.675310971097705,0,0.000000,0.000000,0,18.156274364710594353934153256,237.50104987163043584597298679,231.51613949345591328002224792,179559400
1.06,0,0.6750117106283577001389528845,0.675011710628358,0.675011710628358,0.675011710628358,0.675011710628358,0,0.000000,0.000000,0,18.164307756973074353934153256,237.58633613943396338002321909,231.59763004327526258537785496,181269500
1.07,0,0.6750041185502474529357543208,0.675004118550247,0.675004118550247,0.675004118550247,0.675004118550247,0,0.000000,0.000000,0,18.171696636426154353934153256,237.66576310835297952875285281,231.67349454647765160362844063,182979600
1.08,0,0.6752460879560677530495214677,0.675246087956068,0.675246087956068,0.675246087956068,0.675246087956068,0,0.000000,0.000000,0,18.178577733573574353934153257,237.74073629794809795003539766,231.74507686411763349285119469,184689700
1.09,0,0.6757132909241200808442407791,0.67571329092412,0.67571329092412,0.67571329092412,0.67571329092412,0,0.000000,0.000000,0,18.185045786210644353934153256,237.81195080922113265752917832,231.81305042161696015286512756,186399800
1.10,0,0.6763897011665719082694216000,0.676389701166572,0.676389701166572,0.676389701166572,0.676389701166572,0,0.000000,0.000000,0,18.191169531322744353934153257,237.88019633380733685066334164,231.87816764290449031614888813,188109900
1.11,0,0.6772638457437299423324275988,0.67726384574373,0.67726384574373,0.67726384574373,0.67726384574373,0,0.000000,0.000000,0,18.197000752028184353934153256,237.94581780883515960670999009,231.94076425221296881307697876,189820000
1.12,0,0.6783271679670176430881725930,0.678327167967018,0.678327167967018,0.678327167967018,0.678327167967018,0,0.000000,0.000000,0,18.202579571174094353934153256,238.00928105810228056672447687,232.00128395625319961153426595,191530000
1.13,0,0.6795730211503320279377156706,0.679573021150332,0.679573021150332,0.679573021150332,0.679573021150332,0,0.000000,0.000000,0,18.207937767516784353934153256,238.07078812713875962340873634,232.05992386812262274585575042,193240100
1.14,0,0.6809961509585109108317320326,0.680996150958511,0.680996150958511,0.680996150958511,0.680996150958511,0,0.000000,0.000000,0,18.213101069387834353934153257,238.13060024699810646474175928,232.11693386150146012156875168,194950200
1.15,0,0.6825923409436137939971315076,0.682592340943614,0.682592340943614,0.682592340943614,0.682592340943614,0,0.000000,0.000000,0,18.218090601316334353934153256,238.18902839168671507696953052,232.17260831943742650227476753,196660300
1.16,0,0.6834665101705627749242174194,0.683466510170563,0.683466510170563,0.683466510170563,0.683466510170563,0,0.000000,0.000000,0,18.222923972307014353934153256,238.24598152635457976595119683,232.22686875961373014218008799,198370400
1.17,0,0.6844785272361245248446922313,0.684478527236124,0.684478527236124,0.684478527236124,0.684478527236124,0,0.000000,0.000000,0,18.227616032577154353934153256,238.30183096707663683393855823,232.28006333414609723347684627,200080500
1.18,0,0.6856587366216085230830324062,0.685658736621609,0.685658736621609,0.685658736621609,0.685658736621609,0,0.000000,0.000000,0,18.232179437444344353934153256,238.35671028412642411564639666,232.33231965153167420709461292,201790600
1.19,0,0.6865513330865621002215140309,0.686551333086562,0.686551333086562,0.686551333086562,0.686551333086562,0,0.000000,0.000000,0,18.236625067815634353934153256,238.410510736782385016634137,232.38354066944027860161669637,203500700
1.20,0,0.6864264737964349010663418572,0.686426473796435,0.686426473796435,0.686426473796435,0.686426473796435,0,0.000000,0.000000,0,18.240962364616384353934153257,238.46339702718747711337682334,232.43388173937589217209045001,205210800
1.21,0,0.6864794683890964480410467335,0.686479468389096,0.686479468389096,0.686479468389096,0.686479468389096,0,0.000000,0.000000,0,18.245199590902464353934153256,238.51554745702373051704843377,232.4835104157317578027700464,206920900
1.22,0,0.6867092030712477875454934247,0.686709203071248,0.686709203071248,0.686709203071248,0.686709203071248,0,0.000000,0.000000,0,18.249344014170964353934153256,238.56688777135968618087150112,232.53236037206171885340642407,208631000
1.23,0,0.6871144621920778593748646404,0.687114462192078,0.687114462192078,0.687114462192078,0.687114462192078,0,0.000000,0.000000,0,18.253402021846314353934153257,238.61761546982346934586502766,232.58061631463074959888502167,210341000
1.24,0,0.6876945801779505810523228772,0.687694580177951,0.687694580177951,0.687694580177951,0.687694580177951,0,0.000000,0.000000,0,18.257379354999184353934153256,238.66767409980938722591499146,232.62822788520291750833460002,212051100
1.25,0,0.6884487964788958798212725899,0.688448796478896,0.688448796478896,0.688448796478896,0.688448796478896,0,0.000000,0.000000,0,18.261281133377664353934153257,238.71709646773553193923322903,232.67522707045802810745818025,213761200
1.26,0,0.6893764160149333114550843514,0.689376416014933,0.689376416014933,0.689376416014933,0.689376416014933,0,0.000000,0.000000,0,18.265111909639994353934153256,238.76601032218884773330094097,232.72173348315973915641480577,215471300
1.27,0,0.6904771118891312662518141111,0.690477111889131,0.690477111889131,0.690477111889131,0.690477111889131,0,0.000000,0.000000,0,18.268875832285684353934153256,238.81446356197415587613438564,232.7677927596015054144438869,217181400
1.28,0,0.6917505226376026406344035535,0.691750522637603,0.691750522637603,0.691750522637603,0.691750522637603,0,0.000000,0.000000,0,18.272576664494364353934153256,238.86241764680794251635506311,232.81337046480277167695739278,218891500
1.29,0,0.6931964014232815688725232255,0.693196401423282,0.693196401423282,0.693196401423282,0.693196401423282,0,0.000000,0.000000,0,18.276217792377764353934153257,238.90992288939284788340775094,232.85851421993871999474116967,220601600
1.30,0,0.6948143568129862569344260006,0.694814356812986,0.694814356812986,0.694814356812986,0.694814356812986,0,0.000000,0.000000,0,18.279802312182734353934153256,238.95703813412127149980000377,232.90327944566802169386102932,222311700
1.31,0,0.6966046119256617227640966278,0.696604611925662,0.696604611925662,0.696604611925662,0.696604611925662,0,0.000000,0.000000,0,18.283333095559734353934153256,239.00373133777964415340113879,232.94763742621946345003700053,224021700
1.32,0,0.6985667922423976607628937059,0.698566792242398,0.698566792242398,0.698566792242398,0.698566792242398,0,0.000000,0.000000,0,18.286812715519754353934153257,239.05006612438574493111185874,232.9916478348600748605356538,225731900
1.33,0,0.7007011572609677885818916838,0.700701157260968,0.700701157260968,0.700701157260968,0.700701157260968,0,0.000000,0.000000,0,18.290243550388434353934153256,239.09610444227397540239122241,233.03536873489578869883940275,227441900
1.34,0,0.7030075569073231891856173214,0.703007556907323,0.703007556907323,0.703007556907323,0.703007556907323,0,0.000000,0.000000,0,18.293627846248034353934153257,239.14182542628395133553423935,233.07878154816303031488369128,229152000
1.35,0,0.7054863340117170304530535051,0.705486334011717,0.705486334011717,0.705486334011717,0.705486334011717,0,0.000000,0.000000,0,18.296967622355144353934153256,239.18720433761219445245328677,233.12186403773393617231980947,230862100
1.36,0,0.7081374353619940903840451203,0.708137435361994,0.708137435361994,0.708137435361994,0.708137435361994,0,0.000000,0.000000,0,18.300264753009804353934153256,239.2323141925915072061144881,233.1646843434335978823917158,232572200
1.37,0,0.7109611951462945883806462507,0.710961195146295,0.710961195146295,0.710961195146295,0.710961195146295,0,0.000000,0.000000,0,18.303520989638944353934153257,239.27704648150612601275287046,233.20714265124672044465870113,234282300
1.38,0,0.7139578718053242762032470799,0.713957871805324,0.713957871805324,0.713957871805324,0.713957871805324,0,0.000000,0.000000,0,18.306738001577694353934153256,239.32164772086098441800460426,233.24946753058697901625631066,235992400
1.39,0,0.7171277252284411637020572610,0.717127725228441,0.717127725228441,0.717127725228441,0.717127725228441,0,0.000000,0.000000,0,18.309917243570044353934153256,239.36601543761005871559913854,233.29156465702340894282959761,237702500
